2023년 지역축제 개최 계획,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
연번,"광역
단체명","기초
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",예산(백만원),,,,방문객수(前년),,전담조직(축제사무국),,,"국비지원
부처명",담당자,,,
,,,,,,,,,국비,지방비,기타,합계, 내국인(명) ,외국인(명),전담조직명,조직형태,설립근거,,성명,연락처,,
397,경기,양평군,제12회 용문산 산나물 축제,특산물,4.28.~4.30.,용문산 관광지,혼합형,2008,0,600,0,600,"82,478",0,양평군 축제추진위원회,위원회,양평군 축제 운영 및 지원에 관한 조례,,김보영,031-770-1072,,
398,경기,양평군,제13회 양평 용문산 산나물축제(용문역 일원),특산물,5.5.~5.7.,용문역,혼합형,2008,0,130,0,130,0,0,용문면산나물축제추진위원회,위원회,양평군 축제 운영 및 지원에 관한 조례,,김성훈,031-770-3332,,
399,경기,양평군,제9회 양평 워터워 페스티벌(양평 물축제),기타(주민화합 등),7월중,옥천면 레포츠공원 및 사탄천 일원 ,대면,2012,0,120,0,120,0,0,옥천면물축제추진위원회,위원회,양평군 축제 운영 및 지원에 관한 조례,,이혜민,031-770-3132,,
400,경기,양평군,제4회 양평부추축제,특산물,9.16.~9.17.,양동면 석곡천일원,대면,2016,0,120,0,120,0,0,양평부추축제위원회,축제추진위,양평군 축제 운영 및 지원에 관한 조례,,이하영,031-770-3253,,
401,경기,양평군,제3회 양강섬 예술축제 <페스티벌 다다>,문화예술,10.중,양강섬 일대,대면,2020,0,90,0,90,"10,000", - ,양평문화재단,재단법인,양평문화재단 설립 및 운영에 관한 조례,,배다은,031-770-2472,,
402,경기,동두천시,제35회 소요단풍문화제,문화예술,10월중,소요산야외음악당,대면,1985,0,70,0,70,"4,500",500,동두천문화원,사단법인,지방문화원진흥법 제4조,,이민우,031-860-2063,,
403,경기,동두천시,제23회 동두천락페스티벌,문화예술,9월중,소요산 야외무대,대면,1999,0,250,0,250,"3,000",0,동두천락페스티벌조직위원회,비영리민간단체,문화예술진흥법,,이민우,031-860-2275,,
404,경기,동두천시,제4회 DDC 할로윈 거리예술 축제,문화예술,10월말,보산동 관광특구,대면,2017,0,200,0,200,"14,000",300,(재)경기문화재단,재단법인,문화예술진흥법,,이정민,031-345-2548,,
405,경기,과천시,과천축제,문화예술,9.22.~9.24.,과천시 일원,대면,1997,0,"1,400",0,"1,400","100,000",,과천문화재단,재단법인,과천문화재단 설립 및 운영에 관한 조례,,김다흰,,,
406,경기,가평군,자라섬 봄 꽃 축제,"생태자연, 특산물",05.20.~06.09.,자라섬,대면,2021,0,320,0,320,"63,052",,,,,,최민용,031-580-2098,,
407,경기,가평군,자라섬 가을 꽃 축제,"생태자연, 특산물",09.16.~10.13.,자라섬,대면,2020,0,320,0,320,"64,696",,,,,,최민용,031-580-2098,,
408,경기,가평군,청춘역1979 페스티벌,문화예술,6.2~6.4.,청평면 청춘역1979,대면,2023,0,250,0,250,,,,,,,임은빈,031-580-2501,,
409,경기,가평군,제20회 자라섬 재즈페스티벌,문화예술,10.6.~10.8.,자라섬,대면,2004,0,800,0,800,"5,000",100,(사)문화현상,사단법인,,,임은빈,031-580-2501,,
410,경기,연천군,제30회 연천 구석기 축제,전통역사,05.04.~05.07.,연천 전곡리 유적,대면,1993,30,983,0,"1,013","100,297",(미집계),연천구석기축제추진위원회,추진위원회,연천구석기축제및연천구석기겨울여행운영조례,문체부,정세미,031-839-2378,,
411,경기,연천군,2023 연천 거리문화축제,"문화예술, 전통역사, 주민화합",05.05.~05.07.,전곡 전통시장 일원,대면,2022,0,0,0,0,"18,000",(미집계),연천군관광협의회,민간,,,정세미,031-839-4238,,
412,경기,연천군,연천 국화 전시회,생태자연,10월 중,연천 전곡리 유적,대면,2016,0,251,0,251,(미집계),(미집계),연천군농업기술센터,지자체,,,김한나,031-839-2740,,
413,경기,연천군,제8회 연천장남 통일바라기축제,생태자연,8~9월 중,장남면 호로고루 일원,대면,2014,0,50,0,50,"31,046",0,장남면 주민자치위원회,축제추진위원회,연천군 주민자치센터 설치 및 운영에 관한 조례,,최원이,031-839-2736,,
414,경기,연천군,제2회 연천 당포성 별빛 축제,"문화예술, 생태자연, 전통역사, 주민화합",10월 중,미산면 동이리 당포성,대면,2022,0,50,0,50,"3,000",0,미산면 주최/미산면 주민자치위원회 주관,주민자치위원회,,,조혜수,031-839-2316,,
415,경기,연천군,연천율무축제(연천농특산물큰장터),특산물,10월 중,연천 전곡리 유적,대면,2008,0,290,0,290,"120,000",(미집계),연천군농산물큰장터추진위원회,추진위원회,연천군 농산물 큰장터 축제 운영 조례,,김진규,031-839-2316,,
416,경기,연천군,고려인삼축제,특산물,10월 중,연천 전곡리 유적,대면,2017,0,25,25,50,0,0,연천군인삼연구회,농업인단체,,,김진규,031-8075-3404,,
417,강원,춘천시,춘천호수 드론 라이트쇼,문화예술 ,05.06.~07.31.,삼천동 392-3번지 일원 등 의암호 주변,대면,2023, - ,250, - ,250, 신규축제 , 신규축제 ,춘천시,공공,,,박혜선,033-250-3072,,
418,강원,춘천시,2023 춘천마임축제,문화예술,05.28.~06.04.,"삼악산 케이블카 주차장, 축제극장 몸짓 등 ",대면,1989,30,609,20,659,"99,990",100,(사)춘천마임축제,사단법인,민법 제33조,문체부,유미나,033-250-3485,,
419,강원,춘천시,춘천막국수닭갈비축제,특산물,06.13.~06.18.,삼천동 392-3번지 일원(삼악산 호수케이블카 임시주차장),대면,1996, - ,550, - ,550,"82,000","1,000",춘천막국수닭갈비축제 조직위원회,축제조직위원회,,,박혜선,033-250-3072,,
420,강원,춘천시,제35회 춘천인형극제,문화예술,06.26.~12.24.,춘천인형극장 및 춘천시내 일원,대면,1998, - ,500, - ,500,"120,750",200,춘천인형극제,재단법인,춘천시 문화예술진흥 및 예술인 복지 증진에 관한 조례,,이창훈,033-250-3488,,
421,강원,춘천시,춘천 토이페스티벌,기타(관광),9월 중,서면 애니메이션박물관 일원,대면,2017, - ,350, - ,350,"30,000",300,강원정보문화산업진흥원,재단법인,춘천시 재단법인 강원정보문화산업진흥원 설립 및 지원 조례 ,,박혜선,033-250-3072,,
422,강원,춘천시,소양강문화제,문화예술,9월 중,"봉의산순의비, 공지천 야외무대",대면,1966, - ,150, - ,150,"11,400",,춘천문화원,법정단체,춘천문화원 지원 및 육성에 관한 조례,,이정아,033-250-3061,,
423,강원,원주시, 제25회 원주한지문화제 , 특산물 , 05.05.~05.14. , 원주한지테마파크 일원 , 혼합형 ,1999, - ,230, - ,230,"300,000",, 원주한지개발원 , 사단법인 ,,, 김유란 ,033-737-5122,,
424,강원,원주시, 제16회 용수골꽃양귀비축제 , 생태자연 , 05.23.~06.11. , 용수골꽃농장 , 대면 ,2008, - ,20,65,85,"35,000",, 용수골꽃양귀비축제추진위원회 , 축제조직위원회 ,,, 김유란 ,033-737-5122,,
425,강원,원주시, 제21회 장미축제 , 생태자연 , 05.30.~06.01. , 장미공원 , 대면 ,1999, - ,10,45,55, 미개최 , 미개최 , 장미축제위원회 , 축제조직위원회 ,,, 김유란 ,033-737-5122,,
426,강원,원주시, 제13회 남한강축제 , 생태자연 , 07.29.~07.30. , 법천소공원 , 대면 ,2008, - ,10,5,15, 미개최 , 미개최 , 남한강축제위원회 , 축제조직위원회 ,,, 김유란 ,033-737-5122,,
427,강원,원주시, 치악산찰옥수수축제 , 특산물 , 7월 중 , 문막체육공원 , 대면 ,2012, - ,20,80,100,"10,000", - , 문막농업협동조합 , 농업인단체 ,,, 엄일식 , 033-737-4131 ,,
428,강원,원주시, 치악산복숭아축제 , 특산물 , 8월 중 , 댄싱공연장 일원 , 대면 ,1999, - ,30,5,35,"5,000", - , 치악산복숭아원주시협의회 , 농업인단체 ,,, 엄일식 , 033-737-4131 ,,
429,강원,원주시, 원주삼토페스티벌 , 전통역사 , 09.14.~09.17. , 종합운동장 일원 , 대면 ,2003, - ,500, - ,500,"46,000", - , 농촌지도자원주시연합회 , 농업인단체 , 원주시농업인의날개최및지원에 관한 조례 ,, 최창순 , 033-737-4155 ,,
430,강원,원주시,2023 원주다이내믹댄싱카니발, 문화예술,09.22.~09.24.,댄싱공연장 일원,대면,2011,30,"1,280", - ,"1,310","300,000", - ,원주문화재단,재단법인,원주문화재단 설립 및 운영에 관한 조례,문체부,김유란,033-737-5122,,
431,강원,원주시,치악산한우축제,특산물,10월 중,댄싱공연장 주차장,대면,2015, - ,80, - ,80,"6,042", - ,농업기술센터 축산과,공공,원주치악산한우육성및지원에관한조례,,김태종,033-737-4195,,
432,강원,원주시,원주 독서대전, 문화예술,10월 중,시립중앙도서관,대면,2022,20,80, - ,100,"151,613",,평생교육원 시립중앙 도서관,공공,,문체부,남진아,033-737-4362,,
433,강원,원주시, 원주 평생학습 축제 , 기타(주민화합) , 10.06.~10.07. , 원주문화원 일원 , 대면 ,2021, - ,45, - ,45,"2,000", - , 원주시 평생교육원 학습관 , 공공 ,,, 김혜숙 , 033-737-3808 ,,
434,강원,원주시, 치악산배축제 , 특산물 , 11월 중 , 원주원예농협 하나로마트광장 , 대면 ,1998, - ,20,2,22,"3,000",, 치악산배원주시협의회 , 농업인단체 ,,, 엄일식 , 033-737-4131 ,,
435,강원,강릉시,2023 경포벚꽃잔치,기타,4월 중,경포대 및 경포호 일원,대면,1993, - ,220, - ,220,미개최,미개최,,,,,김남호,033-640-5130,,
436,강원,강릉시,강릉단오제,전통역사,06.18.~06.25.,강릉남대천 둔치 일원,대면,, - ,"1,428", - ,"1,428","500,000",,"(사)강릉단오제위원회,(사)강릉단오제보존회",민간단체,,,홍지화,033-640-5580,,
437,강원,강릉시,강릉문화재야행,기타,07.06.~07.09.,강릉대도호부관아일원,대면,,490,734, - ,"1,224","150,000","1,500",강릉시(강릉문화원),민간단체,,문체부,정지원,033-640-5585,,
438,강원,강릉시,제2회 강릉 비치비어페스티벌,기타,07.07.~07.09.,경포해변 중앙광장,대면,2019,100,100, - ,200,"20,000","1,500",강릉비치비어페스티벌추진위원회,민간단체,-,문체부,김남호,033-640-5130,,
439,강원,강릉시,주문진해변축제,기타,07.08.~08.21.,주문진해수욕장,대면,2004, - ,30,10,40,"226,151","14,874",주문진해수욕장운영위원회,민간단체,,,채유리,033-660-3426,,
440,강원,강릉시,2023 경포 썸머 페스티벌,기타,08.01.~08.04.,경포해변 일원,대면,1998, - ,400, - ,400,미개최,미개최,,,,,김남호,033-640-5130,,
441,강원,강릉시,제2회 강릉 와인축제,기타,9월 중,강릉시 일원,대면,2022, - ,290, - ,290,"50,000",,강릉문화재단,재단법인,,-,주소영,033-640-5578,,
442,강원,강릉시,제15회 강릉 커피축제,문화예술,10.06.~10.09.,강릉시 일원,대면,2009,30,15, - ,45,"350,000",,강릉문화재단,재단법인,,문체부,진윤희,033-640-5112,,
443,강원,강릉시,주문진오징어축제,기타,10.06.~10.09.,주문진항 물량장,대면,1999, - ,72,18,90,미개최,미개최,주문진청년회의소,민간단체,,,채유리,033-660-3426,,
444,강원,강릉시,2023 강릉 누들 축제,특산물,11.10.~11.12.,월화거리,대면,2022,100,100, - ,200,"3,500",100,,,,문체부,김남호,033-640-5130,,
445,강원,강릉시,2024 해돋이 행사,기타,'23.12.31.~`24.01.01.,"경포해변, 정동진",대면,, - ,138, - ,138,"300,000",500,,,,,김남호,033-640-5130,,
446,강원,동해시,2023 부곡동 유천문화축제,주민화합,5월 중,부곡동 수원지 일원,대면,2003, - ,10, - ,10, 미개최 , 미개최 ,부곡동주민자체위원회,비영리단체,동해시 주민자치회 시범실시 및 설치ㆍ운영에 관한 조례,,김용운,033-539-8549,,
447,강원,동해시,제2회 묵호도째비페스타,문화관광,7월 중,묵호여객터미널광장일원,대면,2022, - ,240, - ,240,"170,000", 미집계 ,동해문화관광재단,재단법인,동해시 문화관광재단 설립 및 운영에 관한 조례  ,,조정애,033-539-8417,,
448,강원,동해시,제3회 송정오감막걸리축제, 특산물,9월 중,동해역광장,대면,2019, - ,20,50,70,"3,800",200,송정오감막걸리축제추진위원회,사회단체 협의체(비상설),동해시 주민자치회 시범실시 및 설치ㆍ운영에 관한 조례,,김태욱,033-539-8528,,
449,강원,동해시,제36회 동해무릉제,문화예술,9월 중,동해웰빙스포츠타운,대면,1984, - ,700, - ,700,"170,000", 미집계 ,동해문화관광재단,재단법인,동해시 문화관광재단 설립 및 운영에 관한 조례  ,,조정애,033-539-8417,,
450,강원,동해시,"제3회 동해시 평생학습축제
(책문화 축제 병행 운영)",문화예술,10월 중,동해웰빙스포츠타운,대면,2018, - ,160, - ,160,"5,000", 미집계 ,동해시,공공," - 평생교육법 제5조(국가 및 지방자치단체의 임무), 제16조(경비보조 및 지원)
 - 동해시 평생교육 진흥조례 제12조(기능) 제6호",,이영주,033-530-2471,,
451,강원,동해시,묵호등대 논골담길 축제,문화관광,12월 중,동해시 묵호등대 일원,대면,2015, - ,10,4,14,"1,000", 미집계 ,묵호동주민자치위원회,비영리단체,동해시 주민자치회 시범실시 및 설치ㆍ운영에 관한 조례,,정명화,033-539-8406,,
452,강원,태백시,제30회 태백산 눈축제,생태자연,01.27.~01.31.,태백산국립공원 일원,대면,1994, - ,"1,400", - ,"1,400","521,248",0,태백시문화재단,재단법인,태백시문화재단 설립 및 운영에 관한 조례,,고혜윤,033-550-3800,,
453,강원,태백시,제8회 한강 낙동강 발원지 축제,생태자연,7.28.~08.06.,황지연못,대면,2016, - ,700, - ,700,"68,560",0,태백시문화재단,재단법인,태백시문화재단 설립 및 운영에 관한 조례,,고혜윤,033-550-3800,,
454,강원,태백시,제10회 구문소 용축제,전통문화,6월 중,구문소 관광단지 일원,대면,2013, - ,50,15,65,"7,500",500,구문소축제위원회,민간,,,강윤호,033-550-2418,,
455,강원,태백시,제2회 삼수 매봉산 바람개비 축제,기타(주민화합),8월 중,매봉산일원,대면,2022, - ,65,5,70,"3,000",0,삼수동축제위원회,민간,,,이익용,033-550-2644,,
456,강원,태백시,제3회 탄탄마을축제,기타(주민화합),9월 중,장성중앙시장 인근,대면,2020, - ,50, - ,50,"8,000",0,장성동축제위원회,민간,,,김미래,033-550-3860,,
457,강원,태백시,황지연못 황부자 며느리 축제,"문화예술, 기타",9월 중,황지연못,대면,2019, - ,80,20,100,"5,000",0,황지동며느리축제위원회,민간,,,최혜리,033-550-3935,,
458,강원,태백시,제4회 태백커플축제,기타(주민화합),09.15.~09.17.,통리 태후공원 일원,대면,2017, - ,50, - ,50,"1,600",0,태백커플축제위원회,민간,,,권태호,033-550-2702,,
459,강원,태백시,제13회 철암단풍축제,생태자연,10.13.~10.15.,철암단풍군락지,대면,2010, - ,50,8,580,"35,000",500,철암동단풍축제위원회,민간,,,정승호,033-550-2608,,
460,강원,속초시,설악벚꽃축제,생태자연,04.08.~04.09.,상도문솔밭,대면,2009, - ,23, - ,23,"1,200", - ,상도문1마을회,-,-, ,김현정,033-639-2904,,
461,강원,속초시,2023 실향민문화축제,문화예술,6월 초,미정,대면,2016,190,560, - ,650,"26,318", - ,속초문화관광재단,재단법인,속초문화재단설립 및 운영에 관한 조례(2018년),행안부,정진용,033-636-0670,,
462,강원,속초시,2023 속초음식문화제,전통역사,09.22.~09.24.,속초시 관내 일원,대면,2023, - ,120, - ,120, 신규축제 , 신규축제 ,속초시,공공,-, ,권혁민,033-639-2545,,
